LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
254073,YOUNG SINGLES/COUPLES,Premium
254074,YOUNG FAMILIES,Premium
254075,RETIREES,Budget
254078,RETIREES,Budget
254079,MIDAGE SINGLES/COUPLES,Mainstream
254080,YOUNG FAMILIES,Mainstream
254082,RETIREES,Budget
254083,MIDAGE SINGLES/COUPLES,Premium
254084,YOUNG SINGLES/COUPLES,Budget
254085,RETIREES,Premium
254091,YOUNG SINGLES/COUPLES,Budget
254092,YOUNG SINGLES/COUPLES,Budget
254094,YOUNG SINGLES/COUPLES,Budget
254096,MIDAGE SINGLES/COUPLES,Budget
254098,RETIREES,Mainstream
254101,YOUNG SINGLES/COUPLES,Budget
254102,RETIREES,Mainstream
254103,MIDAGE SINGLES/COUPLES,Budget
254106,RETIREES,Budget
254107,RETIREES,Budget
254109,MIDAGE SINGLES/COUPLES,Premium
254110,OLDER SINGLES/COUPLES,Mainstream
254111,NEW FAMILIES,Mainstream
254112,RETIREES,Premium
254113,MIDAGE SINGLES/COUPLES,Mainstream
254118,YOUNG SINGLES/COUPLES,Budget
254119,OLDER SINGLES/COUPLES,Budget
254120,RETIREES,Mainstream
254121,YOUNG SINGLES/COUPLES,Budget
254123,MIDAGE SINGLES/COUPLES,Mainstream
254127,YOUNG SINGLES/COUPLES,Mainstream
254128,RETIREES,Budget
254129,RETIREES,Mainstream
254131,YOUNG FAMILIES,Budget
254132,OLDER SINGLES/COUPLES,Budget
254133,YOUNG SINGLES/COUPLES,Mainstream
254135,YOUNG SINGLES/COUPLES,Mainstream
254136,OLDER SINGLES/COUPLES,Budget
254139,NEW FAMILIES,Mainstream
254140,NEW FAMILIES,Budget
254143,RETIREES,Premium
254145,YOUNG FAMILIES,Mainstream
254146,YOUNG SINGLES/COUPLES,Budget
254147,RETIREES,Mainstream
254148,RETIREES,Budget
254149,RETIREES,Budget
254150,YOUNG SINGLES/COUPLES,Budget
254151,YOUNG SINGLES/COUPLES,Premium
254152,OLDER SINGLES/COUPLES,Premium
254153,YOUNG SINGLES/COUPLES,Premium
254154,OLDER FAMILIES,Budget
254155,OLDER SINGLES/COUPLES,Budget
254156,RETIREES,Mainstream
254157,RETIREES,Mainstream
254158,YOUNG SINGLES/COUPLES,Mainstream
254160,OLDER SINGLES/COUPLES,Premium
254163,OLDER FAMILIES,Premium
254164,RETIREES,Premium
254166,RETIREES,Premium
254167,RETIREES,Mainstream
254168,YOUNG FAMILIES,Budget
254170,YOUNG SINGLES/COUPLES,Premium
254173,RETIREES,Premium
254174,RETIREES,Mainstream
254177,YOUNG SINGLES/COUPLES,Mainstream
254179,RETIREES,Mainstream
254180,RETIREES,Budget
254181,YOUNG SINGLES/COUPLES,Mainstream
254182,YOUNG SINGLES/COUPLES,Budget
254184,RETIREES,Mainstream
254185,MIDAGE SINGLES/COUPLES,Mainstream
254186,YOUNG FAMILIES,Budget
254187,RETIREES,Mainstream
254189,OLDER SINGLES/COUPLES,Budget
254190,RETIREES,Budget
254191,RETIREES,Budget
254192,RETIREES,Premium
254193,RETIREES,Premium
254195,OLDER SINGLES/COUPLES,Mainstream
254196,MIDAGE SINGLES/COUPLES,Premium
254197,RETIREES,Premium
254198,YOUNG SINGLES/COUPLES,Mainstream
254199,YOUNG SINGLES/COUPLES,Budget
254201,YOUNG FAMILIES,Budget
254203,RETIREES,Mainstream
254207,RETIREES,Premium
254210,YOUNG SINGLES/COUPLES,Mainstream
254211,NEW FAMILIES,Budget
254212,OLDER SINGLES/COUPLES,Budget
254213,YOUNG SINGLES/COUPLES,Mainstream
254215,YOUNG SINGLES/COUPLES,Premium
254216,RETIREES,Mainstream
254218,YOUNG FAMILIES,Budget
254219,OLDER SINGLES/COUPLES,Mainstream
254220,YOUNG FAMILIES,Mainstream
254222,YOUNG SINGLES/COUPLES,Mainstream
254223,RETIREES,Budget
254225,YOUNG FAMILIES,Premium
254226,OLDER SINGLES/COUPLES,Budget
254227,RETIREES,Premium
254228,OLDER FAMILIES,Mainstream
254230,OLDER FAMILIES,Mainstream
254231,YOUNG SINGLES/COUPLES,Mainstream
254233,RETIREES,Budget
254234,YOUNG FAMILIES,Budget
254237,YOUNG SINGLES/COUPLES,Mainstream
254238,YOUNG FAMILIES,Premium
254239,YOUNG FAMILIES,Mainstream
254240,YOUNG FAMILIES,Budget
254241,RETIREES,Premium
254242,YOUNG FAMILIES,Mainstream
254243,YOUNG FAMILIES,Mainstream
254246,NEW FAMILIES,Mainstream
254247,RETIREES,Mainstream
254251,OLDER SINGLES/COUPLES,Premium
254252,RETIREES,Mainstream
254253,OLDER FAMILIES,Budget
254254,MIDAGE SINGLES/COUPLES,Mainstream
254255,YOUNG FAMILIES,Budget
254258,YOUNG SINGLES/COUPLES,Premium
254261,OLDER SINGLES/COUPLES,Premium
254263,YOUNG SINGLES/COUPLES,Budget
254264,NEW FAMILIES,Mainstream
254265,YOUNG SINGLES/COUPLES,Premium
254268,OLDER FAMILIES,Budget
254271,OLDER FAMILIES,Mainstream
254272,YOUNG FAMILIES,Mainstream
254274,OLDER SINGLES/COUPLES,Premium
254275,RETIREES,Premium
254280,OLDER SINGLES/COUPLES,Mainstream
254281,OLDER SINGLES/COUPLES,Mainstream
254286,YOUNG SINGLES/COUPLES,Budget
254288,MIDAGE SINGLES/COUPLES,Budget
254290,MIDAGE SINGLES/COUPLES,Mainstream
254291,RETIREES,Mainstream
254294,OLDER FAMILIES,Budget
254295,YOUNG FAMILIES,Premium
254299,YOUNG SINGLES/COUPLES,Budget
254300,RETIREES,Mainstream
254302,YOUNG SINGLES/COUPLES,Premium
254305,OLDER SINGLES/COUPLES,Budget
254306,OLDER FAMILIES,Premium
254308,OLDER SINGLES/COUPLES,Budget
254311,RETIREES,Budget
254314,RETIREES,Budget
254316,YOUNG FAMILIES,Budget
254317,OLDER SINGLES/COUPLES,Budget
254318,YOUNG SINGLES/COUPLES,Budget
254322,OLDER SINGLES/COUPLES,Premium
254323,MIDAGE SINGLES/COUPLES,Premium
254324,YOUNG SINGLES/COUPLES,Mainstream
254326,YOUNG SINGLES/COUPLES,Mainstream
254327,YOUNG SINGLES/COUPLES,Budget
254329,RETIREES,Mainstream
254330,OLDER SINGLES/COUPLES,Budget
254332,RETIREES,Budget
254336,NEW FAMILIES,Premium
254337,NEW FAMILIES,Budget
254338,YOUNG SINGLES/COUPLES,Premium
254340,OLDER SINGLES/COUPLES,Mainstream
254342,OLDER SINGLES/COUPLES,Premium
254343,OLDER FAMILIES,Budget
254345,YOUNG SINGLES/COUPLES,Mainstream
254347,OLDER SINGLES/COUPLES,Mainstream
254348,MIDAGE SINGLES/COUPLES,Premium
254349,OLDER SINGLES/COUPLES,Premium
254350,MIDAGE SINGLES/COUPLES,Mainstream
254351,YOUNG FAMILIES,Budget
254353,OLDER FAMILIES,Mainstream
254354,YOUNG SINGLES/COUPLES,Budget
254355,NEW FAMILIES,Budget
254357,OLDER SINGLES/COUPLES,Budget
254359,RETIREES,Premium
254360,MIDAGE SINGLES/COUPLES,Mainstream
254361,RETIREES,Budget
254364,NEW FAMILIES,Mainstream
254366,RETIREES,Premium
254367,YOUNG SINGLES/COUPLES,Mainstream
254368,YOUNG FAMILIES,Budget
254369,YOUNG SINGLES/COUPLES,Mainstream
254371,RETIREES,Budget
254372,YOUNG SINGLES/COUPLES,Mainstream
254373,OLDER SINGLES/COUPLES,Mainstream
254375,RETIREES,Budget
254378,YOUNG FAMILIES,Mainstream
254379,YOUNG SINGLES/COUPLES,Mainstream
254380,RETIREES,Budget
254381,YOUNG SINGLES/COUPLES,Budget
254383,RETIREES,Budget
254385,MIDAGE SINGLES/COUPLES,Budget
254387,RETIREES,Mainstream
254389,OLDER FAMILIES,Premium
254393,MIDAGE SINGLES/COUPLES,Mainstream
254396,YOUNG SINGLES/COUPLES,Budget
254399,YOUNG SINGLES/COUPLES,Premium
254400,RETIREES,Budget
254402,OLDER SINGLES/COUPLES,Premium
254407,RETIREES,Budget
254408,YOUNG SINGLES/COUPLES,Mainstream
254409,RETIREES,Budget
254411,OLDER SINGLES/COUPLES,Mainstream
254412,YOUNG SINGLES/COUPLES,Premium
254414,RETIREES,Premium
254416,OLDER SINGLES/COUPLES,Premium
254417,YOUNG SINGLES/COUPLES,Mainstream
254419,YOUNG SINGLES/COUPLES,Mainstream
254420,OLDER SINGLES/COUPLES,Premium
254421,YOUNG SINGLES/COUPLES,Mainstream
254422,OLDER FAMILIES,Mainstream
254423,OLDER SINGLES/COUPLES,Premium
254425,OLDER SINGLES/COUPLES,Premium
254426,MIDAGE SINGLES/COUPLES,Premium
254427,MIDAGE SINGLES/COUPLES,Premium
254428,YOUNG SINGLES/COUPLES,Mainstream
254431,YOUNG SINGLES/COUPLES,Mainstream
254432,MIDAGE SINGLES/COUPLES,Budget
254433,OLDER SINGLES/COUPLES,Mainstream
254436,RETIREES,Budget
254438,YOUNG FAMILIES,Budget
254439,YOUNG SINGLES/COUPLES,Budget
254440,OLDER FAMILIES,Budget
254441,YOUNG SINGLES/COUPLES,Budget
254442,YOUNG SINGLES/COUPLES,Premium
254444,YOUNG FAMILIES,Mainstream
254445,OLDER SINGLES/COUPLES,Mainstream
254448,OLDER SINGLES/COUPLES,Budget
254449,YOUNG SINGLES/COUPLES,Mainstream
254450,OLDER FAMILIES,Budget
254451,OLDER SINGLES/COUPLES,Mainstream
254452,RETIREES,Budget
254454,OLDER FAMILIES,Budget
254455,RETIREES,Budget
254457,RETIREES,Mainstream
254459,NEW FAMILIES,Mainstream
254461,YOUNG SINGLES/COUPLES,Premium
254463,YOUNG SINGLES/COUPLES,Budget
254466,YOUNG SINGLES/COUPLES,Premium
254467,RETIREES,Mainstream
254469,OLDER FAMILIES,Mainstream
254470,YOUNG SINGLES/COUPLES,Budget
254471,YOUNG FAMILIES,Mainstream
254472,YOUNG SINGLES/COUPLES,Budget
254473,MIDAGE SINGLES/COUPLES,Budget
254474,OLDER FAMILIES,Premium
254475,YOUNG SINGLES/COUPLES,Mainstream
254477,RETIREES,Mainstream
254478,YOUNG SINGLES/COUPLES,Mainstream
254479,RETIREES,Mainstream
254481,RETIREES,Mainstream
254482,YOUNG FAMILIES,Budget
254483,MIDAGE SINGLES/COUPLES,Premium
254486,YOUNG SINGLES/COUPLES,Budget
254489,RETIREES,Budget
254490,RETIREES,Budget
255002,OLDER SINGLES/COUPLES,Budget
255008,YOUNG FAMILIES,Premium
255009,YOUNG SINGLES/COUPLES,Mainstream
255012,YOUNG FAMILIES,Premium
255013,YOUNG SINGLES/COUPLES,Mainstream
255014,OLDER SINGLES/COUPLES,Premium
255015,OLDER SINGLES/COUPLES,Budget
255017,OLDER FAMILIES,Premium
255019,NEW FAMILIES,Mainstream
255020,OLDER FAMILIES,Mainstream
255021,OLDER SINGLES/COUPLES,Mainstream
255022,RETIREES,Budget
255024,YOUNG SINGLES/COUPLES,Budget
255025,OLDER SINGLES/COUPLES,Premium
255026,OLDER SINGLES/COUPLES,Premium
255027,YOUNG SINGLES/COUPLES,Mainstream
255028,YOUNG SINGLES/COUPLES,Mainstream
255029,YOUNG SINGLES/COUPLES,Budget
255031,OLDER SINGLES/COUPLES,Premium
255032,YOUNG SINGLES/COUPLES,Mainstream
255033,YOUNG SINGLES/COUPLES,Budget
255035,MIDAGE SINGLES/COUPLES,Premium
255038,NEW FAMILIES,Premium
255043,NEW FAMILIES,Budget
255044,OLDER FAMILIES,Premium
255046,OLDER SINGLES/COUPLES,Budget
255047,OLDER SINGLES/COUPLES,Mainstream
255049,YOUNG FAMILIES,Premium
255050,OLDER SINGLES/COUPLES,Premium
255052,MIDAGE SINGLES/COUPLES,Budget
255053,OLDER SINGLES/COUPLES,Premium
255055,RETIREES,Mainstream
255056,OLDER SINGLES/COUPLES,Mainstream
255059,NEW FAMILIES,Budget
255060,MIDAGE SINGLES/COUPLES,Premium
255063,YOUNG SINGLES/COUPLES,Premium
255064,OLDER SINGLES/COUPLES,Budget
255066,MIDAGE SINGLES/COUPLES,Budget
255067,OLDER SINGLES/COUPLES,Premium
255068,YOUNG SINGLES/COUPLES,Mainstream
255069,YOUNG FAMILIES,Budget
255070,YOUNG SINGLES/COUPLES,Budget
255071,YOUNG SINGLES/COUPLES,Premium
255074,RETIREES,Mainstream
255075,YOUNG SINGLES/COUPLES,Mainstream
255077,YOUNG FAMILIES,Budget
255078,OLDER FAMILIES,Premium
255079,OLDER SINGLES/COUPLES,Premium
255080,MIDAGE SINGLES/COUPLES,Premium
255081,RETIREES,Premium
255082,YOUNG SINGLES/COUPLES,Mainstream
255083,RETIREES,Budget
255085,RETIREES,Premium
255086,YOUNG SINGLES/COUPLES,Budget
255089,RETIREES,Mainstream
255090,OLDER SINGLES/COUPLES,Premium
255091,YOUNG FAMILIES,Premium
255093,OLDER SINGLES/COUPLES,Premium
255094,RETIREES,Mainstream
255095,RETIREES,Mainstream
255096,NEW FAMILIES,Mainstream
255097,RETIREES,Mainstream
255098,YOUNG SINGLES/COUPLES,Mainstream
255099,YOUNG SINGLES/COUPLES,Mainstream
255101,RETIREES,Mainstream
255103,YOUNG FAMILIES,Premium
255104,MIDAGE SINGLES/COUPLES,Mainstream
255105,RETIREES,Budget
255107,RETIREES,Budget
255109,YOUNG SINGLES/COUPLES,Mainstream
255110,YOUNG FAMILIES,Mainstream
255111,NEW FAMILIES,Mainstream
255112,MIDAGE SINGLES/COUPLES,Budget
255113,YOUNG SINGLES/COUPLES,Premium
255114,YOUNG SINGLES/COUPLES,Premium
255117,RETIREES,Mainstream
255118,YOUNG SINGLES/COUPLES,Mainstream
255119,OLDER FAMILIES,Mainstream
255120,YOUNG SINGLES/COUPLES,Mainstream
255122,YOUNG SINGLES/COUPLES,Budget
255124,OLDER FAMILIES,Budget
255125,MIDAGE SINGLES/COUPLES,Premium
255128,OLDER FAMILIES,Mainstream
255129,OLDER FAMILIES,Budget
255130,OLDER SINGLES/COUPLES,Mainstream
255132,YOUNG SINGLES/COUPLES,Premium
255133,OLDER SINGLES/COUPLES,Mainstream
255134,MIDAGE SINGLES/COUPLES,Premium
255135,YOUNG SINGLES/COUPLES,Budget
255136,RETIREES,Budget
255139,RETIREES,Mainstream
255140,RETIREES,Budget
255142,RETIREES,Budget
255144,OLDER SINGLES/COUPLES,Premium
255146,MIDAGE SINGLES/COUPLES,Mainstream
255147,YOUNG SINGLES/COUPLES,Mainstream
255149,OLDER FAMILIES,Premium
255151,OLDER SINGLES/COUPLES,Budget
255153,YOUNG FAMILIES,Premium
255156,OLDER SINGLES/COUPLES,Mainstream
255157,YOUNG FAMILIES,Budget
255159,RETIREES,Budget
255160,YOUNG SINGLES/COUPLES,Budget
255164,RETIREES,Mainstream
255165,OLDER SINGLES/COUPLES,Premium
255166,RETIREES,Premium
255167,OLDER SINGLES/COUPLES,Premium
255168,YOUNG SINGLES/COUPLES,Mainstream
255170,MIDAGE SINGLES/COUPLES,Premium
255171,RETIREES,Budget
255174,OLDER FAMILIES,Budget
255175,NEW FAMILIES,Budget
255176,MIDAGE SINGLES/COUPLES,Budget
255178,YOUNG SINGLES/COUPLES,Mainstream
255181,OLDER SINGLES/COUPLES,Mainstream
255182,OLDER FAMILIES,Budget
255186,OLDER SINGLES/COUPLES,Mainstream
255187,YOUNG SINGLES/COUPLES,Mainstream
255188,MIDAGE SINGLES/COUPLES,Premium
255189,YOUNG SINGLES/COUPLES,Budget
255191,NEW FAMILIES,Budget
255192,MIDAGE SINGLES/COUPLES,Budget
255194,YOUNG SINGLES/COUPLES,Premium
255195,OLDER SINGLES/COUPLES,Mainstream
255196,YOUNG SINGLES/COUPLES,Premium
255197,YOUNG FAMILIES,Mainstream
255200,OLDER FAMILIES,Budget
255203,RETIREES,Mainstream
255204,OLDER FAMILIES,Premium
255205,MIDAGE SINGLES/COUPLES,Mainstream
255206,MIDAGE SINGLES/COUPLES,Budget
255207,YOUNG SINGLES/COUPLES,Mainstream
255208,YOUNG SINGLES/COUPLES,Budget
255209,MIDAGE SINGLES/COUPLES,Premium
255210,YOUNG SINGLES/COUPLES,Budget
255211,YOUNG FAMILIES,Budget
255212,MIDAGE SINGLES/COUPLES,Premium
255213,MIDAGE SINGLES/COUPLES,Premium
255214,OLDER FAMILIES,Budget
255215,RETIREES,Budget
255216,RETIREES,Mainstream
255218,YOUNG SINGLES/COUPLES,Premium
255219,MIDAGE SINGLES/COUPLES,Budget
255220,RETIREES,Budget
255221,OLDER SINGLES/COUPLES,Mainstream
255224,OLDER SINGLES/COUPLES,Premium
255225,OLDER SINGLES/COUPLES,Premium
255226,YOUNG SINGLES/COUPLES,Budget
255228,YOUNG SINGLES/COUPLES,Mainstream
255230,YOUNG SINGLES/COUPLES,Budget
255231,YOUNG SINGLES/COUPLES,Mainstream
255233,YOUNG SINGLES/COUPLES,Mainstream
255235,RETIREES,Mainstream
255236,MIDAGE SINGLES/COUPLES,Budget
255237,YOUNG SINGLES/COUPLES,Premium
255238,MIDAGE SINGLES/COUPLES,Premium
255239,YOUNG SINGLES/COUPLES,Premium
255240,YOUNG FAMILIES,Budget
255242,NEW FAMILIES,Budget
255243,OLDER SINGLES/COUPLES,Budget
255244,RETIREES,Budget
255245,YOUNG SINGLES/COUPLES,Mainstream
255246,YOUNG SINGLES/COUPLES,Premium
255247,NEW FAMILIES,Premium
255248,RETIREES,Premium
255249,OLDER FAMILIES,Budget
255251,OLDER SINGLES/COUPLES,Budget
255252,YOUNG FAMILIES,Budget
255254,OLDER SINGLES/COUPLES,Premium
255255,RETIREES,Mainstream
255256,YOUNG SINGLES/COUPLES,Budget
255257,NEW FAMILIES,Budget
255259,RETIREES,Mainstream
255260,OLDER SINGLES/COUPLES,Premium
255261,OLDER SINGLES/COUPLES,Mainstream
255262,YOUNG FAMILIES,Mainstream
255266,YOUNG SINGLES/COUPLES,Budget
255267,OLDER FAMILIES,Mainstream
255268,YOUNG SINGLES/COUPLES,Budget
255269,YOUNG SINGLES/COUPLES,Mainstream
255270,MIDAGE SINGLES/COUPLES,Premium
255271,OLDER FAMILIES,Premium
255274,OLDER SINGLES/COUPLES,Budget
255275,OLDER SINGLES/COUPLES,Budget
255276,MIDAGE SINGLES/COUPLES,Budget
255278,OLDER FAMILIES,Budget
255279,NEW FAMILIES,Budget
255280,YOUNG SINGLES/COUPLES,Mainstream
255281,OLDER FAMILIES,Budget
255282,YOUNG SINGLES/COUPLES,Budget
255285,YOUNG FAMILIES,Mainstream
255287,NEW FAMILIES,Budget
255290,MIDAGE SINGLES/COUPLES,Premium
255291,MIDAGE SINGLES/COUPLES,Premium
255292,YOUNG SINGLES/COUPLES,Mainstream
255293,OLDER SINGLES/COUPLES,Mainstream
255295,YOUNG SINGLES/COUPLES,Mainstream
255296,YOUNG SINGLES/COUPLES,Premium
255298,YOUNG SINGLES/COUPLES,Mainstream
255299,OLDER SINGLES/COUPLES,Budget
255300,RETIREES,Budget
255301,YOUNG SINGLES/COUPLES,Mainstream
255302,OLDER SINGLES/COUPLES,Budget
255303,YOUNG SINGLES/COUPLES,Budget
255304,YOUNG FAMILIES,Budget
255305,YOUNG FAMILIES,Mainstream
255306,MIDAGE SINGLES/COUPLES,Premium
255308,RETIREES,Mainstream
255309,MIDAGE SINGLES/COUPLES,Mainstream
255312,YOUNG SINGLES/COUPLES,Budget
255313,RETIREES,Mainstream
255314,YOUNG SINGLES/COUPLES,Mainstream
255315,OLDER FAMILIES,Mainstream
255316,YOUNG SINGLES/COUPLES,Mainstream
255317,OLDER SINGLES/COUPLES,Mainstream
255318,OLDER SINGLES/COUPLES,Premium
255319,MIDAGE SINGLES/COUPLES,Premium
255320,RETIREES,Premium
255322,YOUNG SINGLES/COUPLES,Mainstream
255323,YOUNG SINGLES/COUPLES,Budget
255324,YOUNG FAMILIES,Mainstream
255325,RETIREES,Budget
255326,MIDAGE SINGLES/COUPLES,Mainstream
255327,YOUNG SINGLES/COUPLES,Mainstream
255328,YOUNG FAMILIES,Budget
255329,YOUNG SINGLES/COUPLES,Mainstream
255330,MIDAGE SINGLES/COUPLES,Budget
255331,RETIREES,Mainstream
255332,YOUNG FAMILIES,Budget
255333,YOUNG SINGLES/COUPLES,Budget
255334,RETIREES,Premium
255336,OLDER FAMILIES,Budget
255337,OLDER FAMILIES,Premium
255339,YOUNG SINGLES/COUPLES,Premium
255340,YOUNG SINGLES/COUPLES,Mainstream
255341,YOUNG SINGLES/COUPLES,Mainstream
255342,YOUNG SINGLES/COUPLES,Mainstream
255344,YOUNG FAMILIES,Mainstream
255345,RETIREES,Budget
255346,RETIREES,Mainstream
255347,YOUNG FAMILIES,Premium
255348,NEW FAMILIES,Mainstream
255351,RETIREES,Mainstream
255353,RETIREES,Premium
255355,RETIREES,Mainstream
255357,RETIREES,Mainstream
255361,YOUNG SINGLES/COUPLES,Budget
255363,YOUNG FAMILIES,Mainstream
255364,YOUNG SINGLES/COUPLES,Mainstream
255367,YOUNG FAMILIES,Budget
255368,YOUNG FAMILIES,Premium
255370,YOUNG SINGLES/COUPLES,Premium
255371,OLDER SINGLES/COUPLES,Mainstream
255373,NEW FAMILIES,Budget
255376,OLDER FAMILIES,Budget
255377,YOUNG SINGLES/COUPLES,Mainstream
255378,RETIREES,Mainstream
255379,MIDAGE SINGLES/COUPLES,Mainstream
255380,NEW FAMILIES,Premium
255381,RETIREES,Mainstream
255383,OLDER SINGLES/COUPLES,Budget
255384,RETIREES,Premium
255385,YOUNG SINGLES/COUPLES,Premium
255386,RETIREES,Mainstream
255388,OLDER SINGLES/COUPLES,Mainstream
255389,OLDER SINGLES/COUPLES,Mainstream
255390,RETIREES,Budget
255392,MIDAGE SINGLES/COUPLES,Premium
255394,YOUNG SINGLES/COUPLES,Mainstream
255396,OLDER SINGLES/COUPLES,Premium
255397,OLDER SINGLES/COUPLES,Budget
255398,YOUNG SINGLES/COUPLES,Mainstream
255399,YOUNG SINGLES/COUPLES,Mainstream
255400,MIDAGE SINGLES/COUPLES,Premium
255401,OLDER SINGLES/COUPLES,Premium
255402,OLDER SINGLES/COUPLES,Budget
255403,YOUNG FAMILIES,Premium
255404,RETIREES,Mainstream
255405,MIDAGE SINGLES/COUPLES,Mainstream
255407,OLDER FAMILIES,Premium
255408,YOUNG FAMILIES,Budget
255409,MIDAGE SINGLES/COUPLES,Premium
255410,YOUNG SINGLES/COUPLES,Mainstream
255411,OLDER SINGLES/COUPLES,Premium
255413,RETIREES,Premium
255414,OLDER SINGLES/COUPLES,Mainstream
255415,RETIREES,Budget
255416,MIDAGE SINGLES/COUPLES,Premium
255417,OLDER SINGLES/COUPLES,Budget
255418,RETIREES,Mainstream
255420,YOUNG SINGLES/COUPLES,Budget
255421,YOUNG SINGLES/COUPLES,Budget
255422,OLDER FAMILIES,Budget
255424,YOUNG FAMILIES,Budget
255425,YOUNG SINGLES/COUPLES,Mainstream
255426,OLDER SINGLES/COUPLES,Budget
255428,MIDAGE SINGLES/COUPLES,Premium
255429,OLDER FAMILIES,Mainstream
255430,RETIREES,Mainstream
255431,YOUNG SINGLES/COUPLES,Mainstream
255432,MIDAGE SINGLES/COUPLES,Premium
255433,MIDAGE SINGLES/COUPLES,Budget
255434,RETIREES,Mainstream
255435,OLDER SINGLES/COUPLES,Budget
255436,YOUNG SINGLES/COUPLES,Mainstream
255437,OLDER SINGLES/COUPLES,Premium
255438,RETIREES,Budget
255439,OLDER SINGLES/COUPLES,Premium
255440,RETIREES,Budget
255441,YOUNG SINGLES/COUPLES,Mainstream
255443,RETIREES,Mainstream
255446,RETIREES,Mainstream
255447,OLDER SINGLES/COUPLES,Premium
255449,NEW FAMILIES,Budget
255450,YOUNG FAMILIES,Mainstream
255451,MIDAGE SINGLES/COUPLES,Premium
255452,RETIREES,Premium
255453,MIDAGE SINGLES/COUPLES,Mainstream
255455,YOUNG SINGLES/COUPLES,Budget
255456,RETIREES,Mainstream
255458,RETIREES,Budget
255459,RETIREES,Mainstream
255463,RETIREES,Mainstream
255464,YOUNG SINGLES/COUPLES,Budget
255467,RETIREES,Budget
255468,OLDER FAMILIES,Premium
255469,RETIREES,Mainstream
255470,YOUNG SINGLES/COUPLES,Premium
255471,YOUNG SINGLES/COUPLES,Premium
255472,OLDER FAMILIES,Premium
255473,RETIREES,Mainstream
255474,RETIREES,Premium
255476,RETIREES,Mainstream
255479,YOUNG SINGLES/COUPLES,Mainstream
255480,OLDER FAMILIES,Budget
255481,OLDER SINGLES/COUPLES,Premium
255482,YOUNG SINGLES/COUPLES,Mainstream
256000,RETIREES,Premium
256001,RETIREES,Premium
256002,OLDER FAMILIES,Budget
256005,MIDAGE SINGLES/COUPLES,Budget
256007,RETIREES,Premium
256008,OLDER SINGLES/COUPLES,Budget
256010,MIDAGE SINGLES/COUPLES,Mainstream
256014,YOUNG SINGLES/COUPLES,Premium
256015,MIDAGE SINGLES/COUPLES,Mainstream
256016,YOUNG FAMILIES,Budget
256018,YOUNG SINGLES/COUPLES,Premium
256019,YOUNG SINGLES/COUPLES,Mainstream
256020,OLDER SINGLES/COUPLES,Mainstream
256022,NEW FAMILIES,Mainstream
256023,RETIREES,Premium
256024,OLDER SINGLES/COUPLES,Premium
256025,OLDER SINGLES/COUPLES,Premium
256026,OLDER SINGLES/COUPLES,Premium
256027,YOUNG SINGLES/COUPLES,Budget
256028,YOUNG FAMILIES,Premium
256029,YOUNG SINGLES/COUPLES,Budget
256030,RETIREES,Mainstream
256031,RETIREES,Premium
256032,MIDAGE SINGLES/COUPLES,Budget
256035,RETIREES,Budget
256038,YOUNG SINGLES/COUPLES,Budget
256039,OLDER SINGLES/COUPLES,Mainstream
256041,MIDAGE SINGLES/COUPLES,Budget
256042,YOUNG SINGLES/COUPLES,Mainstream
256043,OLDER SINGLES/COUPLES,Budget
256044,RETIREES,Budget
256046,MIDAGE SINGLES/COUPLES,Mainstream
256048,RETIREES,Mainstream
256049,YOUNG FAMILIES,Mainstream
256050,RETIREES,Mainstream
256051,YOUNG SINGLES/COUPLES,Mainstream
256052,MIDAGE SINGLES/COUPLES,Budget
256053,OLDER SINGLES/COUPLES,Mainstream
256054,NEW FAMILIES,Budget
256055,YOUNG SINGLES/COUPLES,Budget
256056,YOUNG FAMILIES,Budget
256057,OLDER SINGLES/COUPLES,Budget
256059,OLDER SINGLES/COUPLES,Premium
256060,RETIREES,Mainstream
256061,OLDER SINGLES/COUPLES,Budget
256062,YOUNG FAMILIES,Premium
256063,YOUNG SINGLES/COUPLES,Mainstream
256064,RETIREES,Premium
256065,NEW FAMILIES,Budget
256066,RETIREES,Mainstream
256067,OLDER FAMILIES,Mainstream
256070,YOUNG SINGLES/COUPLES,Mainstream
256071,MIDAGE SINGLES/COUPLES,Mainstream
256073,RETIREES,Premium
256076,MIDAGE SINGLES/COUPLES,Premium
256078,YOUNG SINGLES/COUPLES,Mainstream
256079,RETIREES,Mainstream
256080,OLDER FAMILIES,Mainstream
256081,RETIREES,Premium
256082,RETIREES,Mainstream
256083,YOUNG FAMILIES,Mainstream
256084,MIDAGE SINGLES/COUPLES,Premium
256085,RETIREES,Mainstream
256086,MIDAGE SINGLES/COUPLES,Premium
256087,YOUNG SINGLES/COUPLES,Mainstream
256089,MIDAGE SINGLES/COUPLES,Mainstream
256090,RETIREES,Mainstream
256091,MIDAGE SINGLES/COUPLES,Mainstream
256093,RETIREES,Mainstream
256094,RETIREES,Budget
256096,RETIREES,Budget
256097,YOUNG FAMILIES,Mainstream
256099,NEW FAMILIES,Budget
256100,YOUNG SINGLES/COUPLES,Mainstream
256101,YOUNG SINGLES/COUPLES,Budget
256102,RETIREES,Premium
256103,YOUNG SINGLES/COUPLES,Budget
256107,YOUNG SINGLES/COUPLES,Mainstream
256108,YOUNG SINGLES/COUPLES,Mainstream
256113,RETIREES,Budget
